model,filename,start line,end line,detect?,use fallback?,iteration,compile?,test,usefulness
,/Users/xingqian/Downloads/argouml-master/src/argouml-app/src/org/argouml/uml/ui/TabStyle.java,508,517,yes,no,1,yes,yes,yes
,/Users/xingqian/Downloads/argouml-master/src/argouml-core-model-mdr/src/org/argouml/model/mdr/CollaborationsHelperMDRImpl.java,812,820,yes,no,2,yes,yes,yes
,/Users/xingqian/Downloads/argouml-master/src/argouml-core-model-mdr/src/org/argouml/model/mdr/StateMachinesHelperMDRImpl.java,600,608,yes,no,1,yes,yes,yes
,/Users/xingqian/Downloads/argouml-master/src/argouml-core-model-mdr/src/org/argouml/model/mdr/StateMachinesHelperMDRImpl.java,450,458,yes,no,1,yes,yes,yes
,/Users/xingqian/Downloads/argouml-master/src/argouml-core-model-mdr/src/org/argouml/model/mdr/CommonBehaviorHelperMDRImpl.java,335,342,yes,no,no,,,no
,/Users/xingqian/Downloads/argouml-master/src/argouml-core-model-euml/src/org/argouml/model/euml/FacadeEUMLImpl.java,1217,1225,yes,no,no,no,,yes
,/Users/xingqian/Downloads/argouml-master/src/argouml-core-model-euml/src/org/argouml/model/euml/FacadeEUMLImpl.java,1443,1452,no,yes,no,,,no
,/Users/xingqian/Downloads/argouml-master/src/argouml-core-model-euml/src/org/argouml/model/euml/CoreHelperEUMLImpl.java,925,933,yes,no,1,yes,yes,yes
,/Users/xingqian/Downloads/argouml-master/src/argouml-core-umlpropertypanels/src/org/argouml/core/propertypanels/ui/UMLStateVertexIncomingListModel.java,64,74,yes,no,1,yes,yes,yes
,/Users/xingqian/Downloads/argouml-master/src/argouml-core-model-euml/src/org/argouml/model/euml/StateMachinesHelperEUMLImpl.java,61,69,no,no,no,,,
,/Users/xingqian/Downloads/argouml-master/src/argouml-app/src/org/argouml/ui/cmd/RelationshipActionFactory.java,365,374,yes,no,no,no,,yes
,/Users/xingqian/Downloads/argouml-master/src/argouml-core-model-mdr/src/org/argouml/model/mdr/FacadeMDRImpl.java,4595,4602,no,no,no,,,
,/Users/xingqian/Downloads/argouml-master/src/argouml-core-model-mdr/src/org/argouml/model/mdr/FacadeMDRImpl.java,918,928,no,no,no,,,
,/Users/xingqian/Downloads/argouml-master/src/argouml-core-model-mdr/src/org/argouml/model/mdr/FacadeMDRImpl.java,1464,1474,no,yes,1,yes,yes,yes
,/Users/xingqian/Downloads/argouml-master/src/argouml-core-model-euml/src/org/argouml/model/euml/FacadeEUMLImpl.java,1025,1035,no,yes,no,no,,yes
,/Users/xingqian/Downloads/argouml-master/src/argouml-core-model-mdr/src/org/argouml/model/mdr/StateMachinesHelperMDRImpl.java,472,480,yes,no,1,yes,yes,yes
,/Users/xingqian/Downloads/argouml-master/src/argouml-core-model-mdr/src/org/argouml/model/mdr/StateMachinesHelperMDRImpl.java,426,436,yes,no,1,yes,yes,yes
,/Users/xingqian/Downloads/argouml-master/src/argouml-core-model-mdr/src/org/argouml/model/mdr/CollaborationsHelperMDRImpl.java,834,842,yes,no,1,yes,yes,yes
,/Users/xingqian/Downloads/argouml-master/src/argouml-core-model-mdr/src/org/argouml/model/mdr/StateMachinesFactoryMDRImpl.java,678,688,no,no,no,,,
,/Users/xingqian/Downloads/argouml-master/src/argouml-core-model-mdr/src/org/argouml/model/mdr/StateMachinesFactoryMDRImpl.java,332,341,yes,no,1,yes,yes,yes
,/Users/xingqian/Downloads/argouml-master/src/argouml-core-umlpropertypanels/src/org/argouml/core/propertypanels/module/XmlPropertyPanelsModule.java,62,71,yes,no,1,yes,yes,yes
,/Users/xingqian/Downloads/argouml-master/src/argouml-core-model-mdr/src/org/argouml/model/mdr/DataTypesHelperMDRImpl.java,76,85,yes,no,1,yes,yes,yes
,/Users/xingqian/Downloads/argouml-master/src/argouml-app/src/org/argouml/cognitive/Critic.java,645,652,yes,no,no,yes,no,yes
,/Users/xingqian/Downloads/argouml-master/src/argouml-app/src/org/argouml/application/helpers/ResourceLoader.java,189,195,yes,no,no,yes,no,yes
,/Users/xingqian/Downloads/argouml-master/src/argouml-app/src/org/argouml/ui/explorer/rules/GoSummaryToAssociation.java,79,86,yes,no,1,yes,yes,yes
,/Users/xingqian/Downloads/argouml-master/src/argouml-core-diagrams-sequence2/src/org/argouml/sequence2/diagram/SequenceDiagramGraphModel.java,124,133,yes,no,1,yes,yes,yes
,/Users/xingqian/Downloads/argouml-master/src/argouml-core-model-mdr/src/org/argouml/model/mdr/StateMachinesFactoryMDRImpl.java,344,352,yes,no,1,yes,yes,yes
,/Users/xingqian/Downloads/argouml-master/src/argouml-app/src/org/argouml/ui/LookAndFeelMgr.java,284,291,yes,no,no,,,no
,/Users/xingqian/Downloads/argouml-master/src/argouml-app/src/org/argouml/uml/ui/UMLExpressionModel2.java,108,116,yes,no,1,yes,yes,yes
,/Users/xingqian/Downloads/argouml-master/src/argouml-app/src/org/argouml/kernel/DefaultUndoManager.java,225,231,yes,no,no,no,,yes
,/Users/xingqian/Downloads/argouml-master/src/argouml-app/src/org/argouml/uml/ui/TabStereotype.java,435,442,yes,no,no,no,,yes
,/Users/xingqian/Downloads/argouml-master/src/argouml-app/src/org/argouml/cognitive/critics/ui/CriticBrowserDialog.java,368,374,yes,no,1,yes,yes,yes
,/Users/xingqian/Downloads/argouml-master/src/argouml-core-umlpropertypanels/src/org/argouml/core/propertypanels/ui/UMLExpressionModel.java,105,111,yes,no,1,yes,yes,yes
,/Users/xingqian/Downloads/argouml-master/src/argouml-core-umlpropertypanels/src/org/argouml/core/propertypanels/ui/UMLValueSpecificationModel.java,80,86,yes,no,1,yes,yes,yes
,/Users/xingqian/Downloads/argouml-master/src/argouml-app/src/org/argouml/cognitive/ui/ToDoPane.java,434,441,yes,no,1,yes,yes,yes
,/Users/xingqian/Downloads/argouml-master/src/argouml-app/src/org/argouml/uml/diagram/static_structure/ui/UMLClassDiagram.java,383,391,yes,no,2,yes,yes,yes
,/Users/xingqian/Downloads/argouml-master/src/argouml-app/src/org/argouml/cognitive/ui/ToDoPane.java,395,403,yes,no,1,yes,yes,yes
,/Users/xingqian/Downloads/argouml-master/src/argouml-app/src/org/argouml/profile/internal/ProfileManagerImpl.java,389,398,yes,no,no,yes,no,yes
,/Users/xingqian/Downloads/argouml-master/src/argouml-core-model-mdr/src/org/argouml/model/mdr/ActivityGraphsHelperMDRImpl.java,165,171,no,yes,1,yes,yes,yes
,,,,,,,,,
,/Users/xingqian/Downloads/argouml-master/src/argouml-app/src/org/argouml/uml/ui/TabConstraints.java,273,285,no,yes,1,yes,yes,yes
,/Users/xingqian/Downloads/argouml-master/src/argouml-core-model-mdr/src/org/argouml/model/mdr/CommonBehaviorHelperMDRImpl.java,493,505,yes,no,1,yes,yes,yes
,/Users/xingqian/Downloads/argouml-master/src/argouml-app/src/org/argouml/ui/LookAndFeelMgr.java,502,516,no,no,no,,,
,/Users/xingqian/Downloads/argouml-master/src/argouml-app/src/org/argouml/ui/explorer/PerspectiveConfigurator.java,825,841,no,yes,no,no,,yes
,/Users/xingqian/Downloads/argouml-master/src/argouml-app/src/org/argouml/ui/targetmanager/TargetManager.java,768,787,yes,no,no,yes,no,yes
,/Users/xingqian/Downloads/argouml-master/src/argouml-app/src/org/argouml/uml/ui/ActionDeploymentDiagram.java,69,84,yes,no,1,yes,yes,yes
,/Users/xingqian/Downloads/argouml-master/src/argouml-core-model-mdr/src/org/argouml/model/mdr/UseCasesHelperMDRImpl.java,333,348,no,yes,no,,,no
,/Users/xingqian/Downloads/argouml-master/src/argouml-core-model-euml/src/org/argouml/model/euml/ExtensionMechanismsHelperEUMLImpl.java,124,141,yes,no,1,yes,yes,yes
,/Users/xingqian/Downloads/argouml-master/src/argouml-app/src/org/argouml/ui/LookAndFeelMgr.java,284,291,yes,no,no,,,no
,/Users/xingqian/Downloads/argouml-master/src/argouml-app/src/org/argouml/uml/cognitive/critics/WizManyNames.java,129,151,no,no,no,,,
,/Users/xingqian/Downloads/argouml-master/src/argouml-core-model-mdr/src/org/argouml/model/mdr/FacadeMDRImpl.java,3068,3086,no,yes,no,,,no
,/Users/xingqian/Downloads/argouml-master/src/argouml-core-model-mdr/src/org/argouml/model/mdr/FacadeMDRImpl.java,3695,3709,no,yes,no,,,no
,/Users/xingqian/Downloads/argouml-master/src/argouml-core-model-mdr/src/org/argouml/model/mdr/CommonBehaviorHelperMDRImpl.java,300,313,no,yes,no,,,no
,/Users/xingqian/Downloads/argouml-master/src/argouml-app/src/org/argouml/ui/explorer/ExplorerPopup.java,759,780,yes,no,no,no,,yes
,/Users/xingqian/Downloads/argouml-master/src/argouml-core-model-mdr/src/org/argouml/model/mdr/FacadeMDRImpl.java,1429,1446,no,yes,1,yes,yes,yes
,/Users/xingqian/Downloads/argouml-master/src/argouml-app/src/org/argouml/ui/explorer/ExplorerPopup.java,758,781,yes,no,no,no,,yes
,/Users/xingqian/Downloads/argouml-master/src/argouml-app/src/org/argouml/ui/targetmanager/TargetManager.java,992,1004,yes,no,no,yes,no,yes
,/Users/xingqian/Downloads/argouml-master/src/argouml-core-model-mdr/src/org/argouml/model/mdr/UseCasesHelperMDRImpl.java,307,318,yes,no,1,yes,yes,yes
,/Users/xingqian/Downloads/argouml-master/src/argouml-core-model-mdr/src/org/argouml/model/mdr/FacadeMDRImpl.java,1004,1019,no,yes,1,yes,yes,yes
,/Users/xingqian/Downloads/argouml-master/src/argouml-core-model-mdr/src/org/argouml/model/mdr/FacadeMDRImpl.java,1559,1573,no,yes,no,no,,yes
,/Users/xingqian/Downloads/argouml-master/src/argouml-app/src/org/argouml/ui/ArgoJFontChooser.java,331,345,yes,no,1,yes,yes,yes
,/Users/xingqian/Downloads/argouml-master/src/argouml-app/src/org/argouml/ui/cmd/RelationshipActionFactory.java,190,207,yes,no,no,yes,no,yes
,/Users/xingqian/Downloads/argouml-master/src/argouml-app/src/org/argouml/ui/ArgoJMenu.java,91,111,yes,no,2,yes,yes,yes
,/Users/xingqian/Downloads/argouml-master/src/argouml-app/src/org/argouml/ui/cmd/RelationshipActionFactory.java,75,104,yes,no,1,yes,yes,yes
,/Users/xingqian/Downloads/argouml-master/src/argouml-app/src/org/argouml/notation/providers/uml/TransitionNotationUml.java,373,395,yes,no,1,yes,yes,yes
,/Users/xingqian/Downloads/argouml-master/src/argouml-app/src/org/argouml/cognitive/ui/GoListToDecisionsToItems.java,66,88,yes,no,no,,,no
,/Users/xingqian/Downloads/argouml-master/src/argouml-app/src/org/argouml/ui/ProjectSettingsTabProfile.java,388,403,yes,no,no,yes,no,yes
,/Users/xingqian/Downloads/argouml-master/src/argouml-app/src/org/argouml/ui/explorer/rules/GoClassToSummary.java,123,135,yes,no,1,yes,yes,yes
,/Users/xingqian/Downloads/argouml-master/src/argouml-app/src/org/argouml/moduleloader/ModuleLoader2.java,228,241,yes,no,1,yes,yes,yes
,/Users/xingqian/Downloads/argouml-master/src/argouml-app/src/org/argouml/cognitive/ui/ToDoByOffender.java,76,118,yes,no,1,yes,yes,yes
,/Users/xingqian/Downloads/argouml-master/src/argouml-app/src/org/argouml/ui/cmd/RelationshipActionFactory.java,209,225,yes,no,1,yes,yes,yes
,/Users/xingqian/Downloads/argouml-master/src/argouml-app/src/org/argouml/cognitive/ui/ToDoByPoster.java,76,113,yes,no,1,yes,yes,yes
,/Users/xingqian/Downloads/argouml-master/src/argouml-core-model-euml/src/org/argouml/model/euml/FacadeEUMLImpl.java,879,899,yes,no,1,yes,yes,yes
,/Users/xingqian/Downloads/argouml-master/src/argouml-app/src/org/argouml/ui/LookAndFeelMgr.java,222,237,yes,no,no,no,,yes
,/Users/xingqian/Downloads/argouml-master/src/argouml-core-umlpropertypanels/src/org/argouml/core/propertypanels/ui/RowSelector.java,474,491,yes,no,no,yes,no,yes
,/Users/xingqian/Downloads/argouml-master/src/argouml-core-model-mdr/src/org/argouml/model/mdr/CollaborationsHelperMDRImpl.java,411,434,yes,no,1,yes,yes,yes
,/Users/xingqian/Downloads/argouml-master/src/argouml-core-umlpropertypanels/src/org/argouml/core/propertypanels/ui/UMLExpressionModel.java,211,232,yes,no,1,yes,yes,yes
,/Users/xingqian/Downloads/argouml-master/src/argouml-app/src/org/argouml/util/osdep/OSXAdapter.java,139,153,yes,no,no,yes,no,yes
,/Users/xingqian/Downloads/argouml-master/src/argouml-core-model-euml/src/org/argouml/model/euml/FacadeEUMLImpl.java,722,740,yes,no,no,no,,yes
,/Users/xingqian/Downloads/argouml-master/src/argouml-app/src/org/argouml/notation/NotationSettings.java,244,263,yes,no,no,yes,no,yes
