Pair ID,Clone Type,GPT-4o,JDeodorant
1176-1-6,Type-3,0,1
1176-1-7,Type-3,0,1
1176-1-8,Type-3,0,1
1176-3-4,Type-2,1,1
1176-3-5,Type-3,0,1
1176-3-6,Type-3,0,1
1176-3-7,Type-3,0,1
1176-3-8,Type-3,0,1
1176-4-5,Type-3,0,1
1176-4-6,Type-3,0,1
1176-4-7,Type-3,0,1
1176-4-8,Type-3,0,1
1180-1-4,Type-3,0,1
1180-1-5,Type-3,0,1
1180-1-6,Type-3,0,1
1180-4-6,Type-2,1,1
1180-5-6,Type-3,0,1
1191-1-2,Type-3,0,1
1199-1-2,Type-3,0,1
1202-1-2,Type-2,1,1
1205-1-2,Type-1,0,1
1216-1-2,Type-2,1,1
1218-3-4,Type-2,1,1
1229-1-2,Type-2,1,1
1229-1-4,Type-2,1,1
1229-2-3,Type-2,1,1
1229-3-4,Type-2,1,1
1233-1-2,Type-2,1,1
1233-1-3,Type-3,0,1
1233-1-4,Type-3,0,1
1233-2-3,Type-3,0,1
1233-2-4,Type-3,0,1
1237-1-2,Type-2,1,1
1258-1-2,Type-3,0,1
1258-1-3,Type-2,1,1
1258-1-4,Type-2,1,1
1258-2-3,Type-2,1,1
1258-3-4,Type-2,1,1
